# of variables,1,Sweep points,201,Parametric points,1,,,,
Vd,Vg,Vs,Id,Ig,Is,time_s,Id_dens,Ig_dens,R_on
0.000000E+0,-1.000000E+0,0.000000E+0,5.590081E-6,-4.631877E-13,-5.590880E-6,2.481438E+0,9.316802E-5,-7.719795E-12,-5.366649E+2
5.000000E-2,-1.000000E+0,0.000000E+0,5.515693E-4,-4.229307E-13,-5.515962E-4,2.691021E+0,9.192821E-3,-7.048846E-12,5.494715E+0
1.000000E-1,-1.000000E+0,0.000000E+0,1.095091E-3,-4.231334E-13,-1.095027E-3,2.828859E+0,1.825152E-2,-7.052223E-12,5.519557E+0
1.500000E-1,-1.000000E+0,0.000000E+0,1.635276E-3,-4.538655E-13,-1.635287E-3,2.899722E+0,2.725460E-2,-7.564426E-12,5.553654E+0
2.000000E-1,-1.000000E+0,0.000000E+0,2.164128E-3,-4.005075E-13,-2.164112E-3,3.013759E+0,3.606880E-2,-6.675124E-12,5.672667E+0
2.500000E-1,-1.000000E+0,0.000000E+0,2.693682E-3,-4.768491E-13,-2.693688E-3,3.083252E+0,4.489470E-2,-7.947485E-12,5.665145E+0
3.000000E-1,-1.000000E+0,0.000000E+0,3.215699E-3,-4.726648E-13,-3.215694E-3,3.153844E+0,5.359499E-2,-7.877747E-12,5.746934E+0
3.500000E-1,-1.000000E+0,0.000000E+0,3.726090E-3,-4.355788E-13,-3.726054E-3,3.224327E+0,6.210150E-2,-7.259647E-12,5.877848E+0
4.000000E-1,-1.000000E+0,0.000000E+0,4.229252E-3,-4.345179E-13,-4.229215E-3,3.302785E+0,7.048754E-2,-7.241965E-12,5.962293E+0
4.500000E-1,-1.000000E+0,0.000000E+0,4.721137E-3,-4.740954E-13,-4.721127E-3,3.379855E+0,7.868562E-2,-7.901590E-12,6.098987E+0
5.000000E-1,-1.000000E+0,0.000000E+0,5.197321E-3,-4.722953E-13,-5.197288E-3,3.450642E+0,8.662202E-2,-7.871588E-12,6.300088E+0
5.500000E-1,-1.000000E+0,0.000000E+0,5.664029E-3,-4.673958E-13,-5.664005E-3,3.520736E+0,9.440049E-2,-7.789929E-12,6.428001E+0
6.000000E-1,-1.000000E+0,0.000000E+0,6.108302E-3,-4.504442E-13,-6.108273E-3,3.618359E+0,1.018050E-1,-7.507404E-12,6.752612E+0
6.500000E-1,-1.000000E+0,0.000000E+0,6.536133E-3,-4.473090E-13,-6.536155E-3,3.688447E+0,1.089356E-1,-7.455150E-12,7.012108E+0
7.000000E-1,-1.000000E+0,0.000000E+0,6.946145E-3,-4.762650E-13,-6.946170E-3,3.759106E+0,1.157691E-1,-7.937749E-12,7.316860E+0
7.500000E-1,-1.000000E+0,0.000000E+0,7.336006E-3,-4.898786E-13,-7.336072E-3,3.829430E+0,1.222668E-1,-8.164644E-12,7.695051E+0
8.000000E-1,-1.000000E+0,0.000000E+0,7.694298E-3,-4.601121E-13,-7.694316E-3,3.926671E+0,1.282383E-1,-7.668535E-12,8.373061E+0
8.500000E-1,-1.000000E+0,0.000000E+0,8.036587E-3,-4.513741E-13,-8.036640E-3,3.996753E+0,1.339431E-1,-7.522901E-12,8.764512E+0
9.000000E-1,-1.000000E+0,0.000000E+0,8.354499E-3,-4.733205E-13,-8.354516E-3,4.067991E+0,1.392417E-1,-7.888675E-12,9.436585E+0
9.500000E-1,-1.000000E+0,0.000000E+0,8.644450E-3,-4.613042E-13,-8.644482E-3,4.138314E+0,1.440742E-1,-7.688403E-12,1.034659E+1
1.000000E+0,-1.000000E+0,0.000000E+0,8.908840E-3,-4.534841E-13,-8.908921E-3,4.216105E+0,1.484807E-1,-7.558068E-12,1.134686E+1
1.050000E+0,-1.000000E+0,0.000000E+0,9.149420E-3,-4.680634E-13,-9.149585E-3,4.291101E+0,1.524903E-1,-7.801056E-12,1.246986E+1
1.100000E+0,-1.000000E+0,0.000000E+0,9.363947E-3,-4.904866E-13,-9.364083E-3,4.361100E+0,1.560658E-1,-8.174777E-12,1.398423E+1
1.150000E+0,-1.000000E+0,0.000000E+0,9.559679E-3,-4.603386E-13,-9.559757E-3,4.453035E+0,1.593280E-1,-7.672310E-12,1.532713E+1
1.200000E+0,-1.000000E+0,0.000000E+0,9.720127E-3,-4.451036E-13,-9.720219E-3,4.524940E+0,1.620021E-1,-7.418394E-12,1.869762E+1
1.250000E+0,-1.000000E+0,0.000000E+0,9.871450E-3,-4.746437E-13,-9.871596E-3,4.596112E+0,1.645242E-1,-7.910728E-12,1.982512E+1
1.300000E+0,-1.000000E+0,0.000000E+0,9.966946E-3,-4.764557E-13,-9.967268E-3,4.731006E+0,1.661158E-1,-7.940928E-12,3.141494E+1
1.350000E+0,-1.000000E+0,0.000000E+0,1.008636E-2,-4.687428E-13,-1.008675E-2,4.801415E+0,1.681060E-1,-7.812380E-12,2.512323E+1
