# of variables,1,Sweep points,201,Parametric points,1,,,,
Vd,Vg,Vs,Id,Ig,Is,time_s,Id_dens,Ig_dens,R_on
0.000000E+0,2.000000E+0,0.000000E+0,1.229351E-5,-8.023024E-13,-1.229947E-5,1.920830E+0,2.048918E-4,-1.337171E-11,-2.440313E+2
5.000000E-2,2.000000E+0,0.000000E+0,1.148878E-3,-5.626202E-13,-1.149017E-3,2.116146E+0,1.914797E-2,-9.377003E-12,2.639486E+0
1.000000E-1,2.000000E+0,0.000000E+0,2.298142E-3,-2.243757E-13,-2.298284E-3,2.186909E+0,3.830236E-2,-3.739596E-12,2.610368E+0
1.500000E-1,2.000000E+0,0.000000E+0,3.446558E-3,-1.803994E-13,-3.446754E-3,2.257461E+0,5.744263E-2,-3.006657E-12,2.612294E+0
2.000000E-1,2.000000E+0,0.000000E+0,4.586197E-3,-1.815915E-13,-4.586408E-3,2.333876E+0,7.643662E-2,-3.026525E-12,2.632412E+0
2.500000E-1,2.000000E+0,0.000000E+0,5.729312E-3,-1.946092E-13,-5.729567E-3,2.414334E+0,9.548853E-2,-3.243486E-12,2.624409E+0
3.000000E-1,2.000000E+0,0.000000E+0,6.867869E-3,-1.800656E-13,-6.868167E-3,2.484377E+0,1.144645E-1,-3.001094E-12,2.634914E+0
3.500000E-1,2.000000E+0,0.000000E+0,7.997129E-3,-1.709938E-13,-7.997395E-3,2.555768E+0,1.332855E-1,-2.849897E-12,2.656606E+0
4.000000E-1,2.000000E+0,0.000000E+0,9.126372E-3,-1.933694E-13,-9.126617E-3,2.633244E+0,1.521062E-1,-3.222823E-12,2.656648E+0
4.500000E-1,2.000000E+0,0.000000E+0,1.025215E-2,-1.971960E-13,-1.025275E-2,2.765638E+0,1.708692E-1,-3.286600E-12,2.664813E+0
5.000000E-1,2.000000E+0,0.000000E+0,1.136198E-2,-1.777768E-13,-1.136267E-2,2.838901E+0,1.893663E-1,-2.962947E-12,2.703126E+0
5.500000E-1,2.000000E+0,0.000000E+0,1.246583E-2,-2.267718E-13,-1.246650E-2,2.909427E+0,2.077639E-1,-3.779531E-12,2.717751E+0
6.000000E-1,2.000000E+0,0.000000E+0,1.356292E-2,-2.121329E-13,-1.356367E-2,2.986222E+0,2.260486E-1,-3.535549E-12,2.734524E+0
6.500000E-1,2.000000E+0,0.000000E+0,1.463686E-2,-2.174139E-13,-1.463761E-2,3.069689E+0,2.439477E-1,-3.623565E-12,2.793441E+0
7.000000E-1,2.000000E+0,0.000000E+0,1.571180E-2,-2.281308E-13,-1.571255E-2,3.162143E+0,2.618633E-1,-3.802180E-12,2.790866E+0
7.500000E-1,2.000000E+0,0.000000E+0,1.677220E-2,-2.162695E-13,-1.677302E-2,3.234363E+0,2.795367E-1,-3.604492E-12,2.829116E+0
8.000000E-1,2.000000E+0,0.000000E+0,1.781907E-2,-2.198219E-13,-1.782002E-2,3.368529E+0,2.969845E-1,-3.663699E-12,2.865680E+0
8.500000E-1,2.000000E+0,0.000000E+0,1.885573E-2,-2.381086E-13,-1.885667E-2,3.440717E+0,3.142621E-1,-3.968477E-12,2.893923E+0
9.000000E-1,2.000000E+0,0.000000E+0,1.987368E-2,-2.555013E-13,-1.987463E-2,3.512345E+0,3.312280E-1,-4.258354E-12,2.947093E+0
9.500000E-1,2.000000E+0,0.000000E+0,2.086912E-2,-2.395392E-13,-2.087001E-2,3.582710E+0,3.478187E-1,-3.992319E-12,3.013725E+0
1.000000E+0,2.000000E+0,0.000000E+0,2.185355E-2,-2.246380E-13,-2.185442E-2,3.662238E+0,3.642259E-1,-3.743966E-12,3.047448E+0
1.050000E+0,2.000000E+0,0.000000E+0,2.282204E-2,-2.431512E-13,-2.282304E-2,3.746133E+0,3.803673E-1,-4.052520E-12,3.097636E+0
1.100000E+0,2.000000E+0,0.000000E+0,2.376679E-2,-2.692580E-13,-2.376777E-2,3.818050E+0,3.961132E-1,-4.487634E-12,3.175423E+0
1.150000E+0,2.000000E+0,0.000000E+0,2.470201E-2,-2.512217E-13,-2.470311E-2,3.906141E+0,4.117002E-1,-4.187028E-12,3.207798E+0
1.200000E+0,2.000000E+0,0.000000E+0,2.561903E-2,-2.357244E-13,-2.562015E-2,3.977451E+0,4.269838E-1,-3.928741E-12,3.271475E+0
1.250000E+0,2.000000E+0,0.000000E+0,2.651665E-2,-2.360463E-13,-2.651769E-2,4.109403E+0,4.419442E-1,-3.934105E-12,3.342165E+0
1.300000E+0,2.000000E+0,0.000000E+0,2.740166E-2,-2.564311E-13,-2.740265E-2,4.182472E+0,4.566944E-1,-4.273852E-12,3.389793E+0
1.350000E+0,2.000000E+0,0.000000E+0,2.826053E-2,-2.406001E-13,-2.826154E-2,4.253515E+0,4.710088E-1,-4.010002E-12,3.492972E+0
1.400000E+0,2.000000E+0,0.000000E+0,2.909823E-2,-2.412677E-13,-2.909937E-2,4.324677E+0,4.849704E-1,-4.021128E-12,3.581248E+0
1.450000E+0,2.000000E+0,0.000000E+0,2.992198E-2,-2.468705E-13,-2.992321E-2,4.426739E+0,4.986997E-1,-4.114509E-12,3.641844E+0
1.500000E+0,2.000000E+0,0.000000E+0,3.072770E-2,-2.439857E-13,-3.072881E-2,4.497528E+0,5.121283E-1,-4.066428E-12,3.723409E+0
