# of variables,1,Sweep points,201,Parametric points,1,,,,
Vd,Vg,Vs,Id,Ig,Is,time_s,Id_dens,Ig_dens,R_on
0.000000E+0,5.000000E+0,0.000000E+0,1.380231E-6,8.164477E-11,-1.381955E-6,2.492039E+0,2.300386E-5,1.360746E-9,-2.173549E+3
5.000000E-2,5.000000E+0,0.000000E+0,1.211511E-3,8.019860E-11,-1.204759E-3,2.867057E+0,2.019185E-2,1.336643E-9,2.479071E+0
1.000000E-1,5.000000E+0,0.000000E+0,2.428044E-3,7.744844E-11,-2.428281E-3,2.938223E+0,4.046740E-2,1.290807E-9,2.466024E+0
1.500000E-1,5.000000E+0,0.000000E+0,3.644528E-3,7.596088E-11,-3.644770E-3,3.008800E+0,6.074214E-2,1.266015E-9,2.466123E+0
2.000000E-1,5.000000E+0,0.000000E+0,4.846648E-3,7.442381E-11,-4.846912E-3,3.084709E+0,8.077746E-2,1.240397E-9,2.495592E+0
2.500000E-1,5.000000E+0,0.000000E+0,6.054430E-3,7.290895E-11,-6.054659E-3,3.195315E+0,1.009072E-1,1.215149E-9,2.483892E+0
3.000000E-1,5.000000E+0,0.000000E+0,7.261390E-3,7.145073E-11,-7.261685E-3,3.268347E+0,1.210232E-1,1.190846E-9,2.485583E+0
3.500000E-1,5.000000E+0,0.000000E+0,8.453631E-3,7.023944E-11,-8.453937E-3,3.338263E+0,1.408938E-1,1.170657E-9,2.516271E+0
4.000000E-1,5.000000E+0,0.000000E+0,9.651056E-3,6.889583E-11,-9.651478E-3,3.417072E+0,1.608509E-1,1.148264E-9,2.505375E+0
4.500000E-1,5.000000E+0,0.000000E+0,1.083640E-2,6.769229E-11,-1.083730E-2,3.548329E+0,1.806067E-1,1.128205E-9,2.530914E+0
5.000000E-1,5.000000E+0,0.000000E+0,1.201288E-2,6.644902E-11,-1.201389E-2,3.639091E+0,2.002146E-1,1.107484E-9,2.549987E+0
5.500000E-1,5.000000E+0,0.000000E+0,1.318773E-2,6.525969E-11,-1.318878E-2,3.711108E+0,2.197955E-1,1.087662E-9,2.553507E+0
6.000000E-1,5.000000E+0,0.000000E+0,1.435525E-2,6.416895E-11,-1.435643E-2,3.834739E+0,2.392542E-1,1.069483E-9,2.569541E+0
6.500000E-1,5.000000E+0,0.000000E+0,1.550937E-2,6.307892E-11,-1.551056E-2,3.905046E+0,2.584894E-1,1.051315E-9,2.599400E+0
7.000000E-1,5.000000E+0,0.000000E+0,1.665804E-2,6.203869E-11,-1.665927E-2,3.974965E+0,2.776341E-1,1.033978E-9,2.611701E+0
7.500000E-1,5.000000E+0,0.000000E+0,1.780181E-2,6.099154E-11,-1.780304E-2,4.045745E+0,2.966968E-1,1.016526E-9,2.622913E+0
8.000000E-1,5.000000E+0,0.000000E+0,1.892248E-2,6.003333E-11,-1.892368E-2,4.145763E+0,3.153747E-1,1.000555E-9,2.676962E+0
8.500000E-1,5.000000E+0,0.000000E+0,2.004528E-2,5.908859E-11,-2.004652E-2,4.220931E+0,3.340880E-1,9.848098E-10,2.671899E+0
9.000000E-1,5.000000E+0,0.000000E+0,2.115302E-2,5.815285E-11,-2.115436E-2,4.290747E+0,3.525504E-1,9.692142E-10,2.708214E+0
9.500000E-1,5.000000E+0,0.000000E+0,2.224413E-2,5.723661E-11,-2.224540E-2,4.360706E+0,3.707355E-1,9.539435E-10,2.749495E+0
1.000000E+0,5.000000E+0,0.000000E+0,2.332905E-2,5.633140E-11,-2.333045E-2,4.438473E+0,3.888176E-1,9.388566E-10,2.765171E+0
1.050000E+0,5.000000E+0,0.000000E+0,2.440016E-2,5.542499E-11,-2.440155E-2,4.529812E+0,4.066694E-1,9.237498E-10,2.800837E+0
1.100000E+0,5.000000E+0,0.000000E+0,2.545201E-2,5.460408E-11,-2.545346E-2,4.602135E+0,4.242001E-1,9.100680E-10,2.852136E+0
1.150000E+0,5.000000E+0,0.000000E+0,2.649759E-2,5.374196E-11,-2.649903E-2,4.672676E+0,4.416265E-1,8.956993E-10,2.869208E+0
1.200000E+0,5.000000E+0,0.000000E+0,2.753079E-2,5.299987E-11,-2.753217E-2,4.751319E+0,4.588465E-1,8.833311E-10,2.903606E+0
1.250000E+0,5.000000E+0,0.000000E+0,2.853901E-2,5.226096E-11,-2.854040E-2,4.839597E+0,4.756502E-1,8.710160E-10,2.975525E+0
1.300000E+0,5.000000E+0,0.000000E+0,2.954306E-2,5.159176E-11,-2.954460E-2,4.910757E+0,4.923843E-1,8.598626E-10,2.987928E+0
1.350000E+0,5.000000E+0,0.000000E+0,3.052982E-2,5.080099E-11,-3.053123E-2,4.979907E+0,5.088304E-1,8.466832E-10,3.040234E+0
1.400000E+0,5.000000E+0,0.000000E+0,3.149673E-2,5.022501E-11,-3.149838E-2,5.105092E+0,5.249455E-1,8.370835E-10,3.102672E+0
1.450000E+0,5.000000E+0,0.000000E+0,3.245264E-2,4.954555E-11,-3.245430E-2,5.176962E+0,5.408774E-1,8.257592E-10,3.138360E+0
1.500000E+0,5.000000E+0,0.000000E+0,3.339676E-2,4.883428E-11,-3.339839E-2,5.248031E+0,5.566126E-1,8.139046E-10,3.177578E+0
1.550000E+0,5.000000E+0,0.000000E+0,3.431631E-2,4.815532E-11,-3.431800E-2,5.320674E+0,5.719385E-1,8.025887E-10,3.262450E+0
1.600000E+0,5.000000E+0,0.000000E+0,3.522889E-2,4.748155E-11,-3.523059E-2,5.392564E+0,5.871481E-1,7.913592E-10,3.287408E+0
1.650000E+0,5.000000E+0,0.000000E+0,3.612118E-2,4.688354E-11,-3.612292E-2,5.472804E+0,6.020196E-1,7.813923E-10,3.362125E+0
1.700000E+0,5.000000E+0,0.000000E+0,3.699564E-2,4.624883E-11,-3.699750E-2,5.542338E+0,6.165940E-1,7.708139E-10,3.430690E+0
1.750000E+0,5.000000E+0,0.000000E+0,3.785722E-2,4.563266E-11,-3.785900E-2,5.615271E+0,6.309537E-1,7.605443E-10,3.481954E+0
1.800000E+0,5.000000E+0,0.000000E+0,3.870655E-2,4.513645E-11,-3.870838E-2,5.686575E+0,6.451092E-1,7.522742E-10,3.532200E+0
1.850000E+0,5.000000E+0,0.000000E+0,3.952899E-2,4.465140E-11,-3.953090E-2,5.768353E+0,6.588165E-1,7.441900E-10,3.647683E+0
1.900000E+0,5.000000E+0,0.000000E+0,4.034572E-2,4.403433E-11,-4.034766E-2,5.839174E+0,6.724286E-1,7.339055E-10,3.673206E+0
1.950000E+0,5.000000E+0,0.000000E+0,4.114270E-2,4.348555E-11,-4.114471E-2,5.912632E+0,6.857117E-1,7.247591E-10,3.764187E+0
2.000000E+0,5.000000E+0,0.000000E+0,4.192182E-2,4.304441E-11,-4.192377E-2,5.982529E+0,6.986970E-1,7.174069E-10,3.850506E+0
2.050000E+0,5.000000E+0,0.000000E+0,4.268464E-2,4.266353E-11,-4.268665E-2,6.084743E+0,7.114107E-1,7.110588E-10,3.932774E+0
2.100000E+0,5.000000E+0,0.000000E+0,4.343718E-2,4.214729E-11,-4.343916E-2,6.155137E+0,7.239530E-1,7.024549E-10,3.986488E+0
2.150000E+0,5.000000E+0,0.000000E+0,4.417045E-2,4.159057E-11,-4.417247E-2,6.227017E+0,7.361742E-1,6.931762E-10,4.091276E+0
2.200000E+0,5.000000E+0,0.000000E+0,4.488610E-2,4.107115E-11,-4.488812E-2,6.298823E+0,7.481017E-1,6.845192E-10,4.191990E+0
2.250000E+0,5.000000E+0,0.000000E+0,4.558747E-2,4.063487E-11,-4.558956E-2,6.378669E+0,7.597911E-1,6.772478E-10,4.277356E+0
2.300000E+0,5.000000E+0,0.000000E+0,4.627730E-2,4.014670E-11,-4.627940E-2,6.449174E+0,7.712883E-1,6.691116E-10,4.348917E+0
2.350000E+0,5.000000E+0,0.000000E+0,4.694375E-2,3.975992E-11,-4.694585E-2,6.522180E+0,7.823958E-1,6.626654E-10,4.501433E+0
2.400000E+0,5.000000E+0,0.000000E+0,4.760245E-2,3.930038E-11,-4.760459E-2,6.592858E+0,7.933742E-1,6.550064E-10,4.554411E+0
2.450000E+0,5.000000E+0,0.000000E+0,4.824343E-2,3.878708E-11,-4.824552E-2,6.664793E+0,8.040572E-1,6.464513E-10,4.680354E+0
2.500000E+0,5.000000E+0,0.000000E+0,4.886745E-2,3.838238E-11,-4.886954E-2,6.734395E+0,8.144575E-1,6.397063E-10,4.807512E+0
2.550000E+0,5.000000E+0,0.000000E+0,4.947913E-2,3.804260E-11,-4.948127E-2,6.808686E+0,8.246521E-1,6.340434E-10,4.904573E+0
2.600000E+0,5.000000E+0,0.000000E+0,5.007783E-2,3.765131E-11,-5.008001E-2,6.879655E+0,8.346306E-1,6.275219E-10,5.010804E+0
2.650000E+0,5.000000E+0,0.000000E+0,5.065625E-2,3.726867E-11,-5.065838E-2,6.952750E+0,8.442708E-1,6.211446E-10,5.186591E+0
2.700000E+0,5.000000E+0,0.000000E+0,5.122563E-2,3.689665E-11,-5.122783E-2,7.023572E+0,8.537605E-1,6.149441E-10,5.268881E+0
2.750000E+0,5.000000E+0,0.000000E+0,5.178130E-2,3.646283E-11,-5.178349E-2,7.094389E+0,8.630216E-1,6.077139E-10,5.398907E+0
2.800000E+0,5.000000E+0,0.000000E+0,5.231958E-2,3.618230E-11,-5.232174E-2,7.171786E+0,8.719929E-1,6.030383E-10,5.573324E+0
2.850000E+0,5.000000E+0,0.000000E+0,5.284727E-2,3.585016E-11,-5.284942E-2,7.244807E+0,8.807878E-1,5.975026E-10,5.685144E+0
2.900000E+0,5.000000E+0,0.000000E+0,5.336276E-2,3.541912E-11,-5.336492E-2,7.314945E+0,8.893794E-1,5.903187E-10,5.819613E+0
2.950000E+0,5.000000E+0,0.000000E+0,5.386015E-2,3.505025E-11,-5.386239E-2,7.386336E+0,8.976692E-1,5.841708E-10,6.031489E+0
3.000000E+0,5.000000E+0,0.000000E+0,5.434853E-2,3.474544E-11,-5.435076E-2,7.457180E+0,9.058088E-1,5.790907E-10,6.142828E+0
3.050000E+0,5.000000E+0,0.000000E+0,5.482356E-2,3.440277E-11,-5.482582E-2,7.528220E+0,9.137259E-1,5.733794E-10,6.315435E+0
3.100000E+0,5.000000E+0,0.000000E+0,5.528467E-2,3.409163E-11,-5.528700E-2,7.599562E+0,9.214111E-1,5.681938E-10,6.506002E+0
3.150000E+0,5.000000E+0,0.000000E+0,5.573614E-2,3.368512E-11,-5.573840E-2,7.671817E+0,9.289356E-1,5.614187E-10,6.644990E+0
3.200000E+0,5.000000E+0,0.000000E+0,5.617460E-2,3.334159E-11,-5.617687E-2,7.742074E+0,9.362434E-1,5.556931E-10,6.842025E+0
3.250000E+0,5.000000E+0,0.000000E+0,5.660015E-2,3.307572E-11,-5.660250E-2,7.815126E+0,9.433359E-1,5.512619E-10,7.049682E+0
3.300000E+0,5.000000E+0,0.000000E+0,5.701592E-2,3.272815E-11,-5.701819E-2,7.885043E+0,9.502654E-1,5.454691E-10,7.215554E+0
3.350000E+0,5.000000E+0,0.000000E+0,5.742164E-2,3.244239E-11,-5.742393E-2,7.955280E+0,9.570273E-1,5.407065E-10,7.394373E+0
3.400000E+0,5.000000E+0,0.000000E+0,5.781105E-2,3.216544E-11,-5.781342E-2,8.034772E+0,9.635175E-1,5.360907E-10,7.703922E+0
3.450000E+0,5.000000E+0,0.000000E+0,5.819540E-2,3.186895E-11,-5.819776E-2,8.108011E+0,9.699233E-1,5.311491E-10,7.805323E+0
3.500000E+0,5.000000E+0,0.000000E+0,5.856746E-2,3.152326E-11,-5.856978E-2,8.178769E+0,9.761244E-1,5.253877E-10,8.063143E+0
